CountryCode,Year,GDPCapita,ForeignInvestment,LifeExpectancy,Population
ABW,2000,20681.02303,130558659.2,73.569,90588.0
ABW,2001,20740.13258,263240223.5,73.647,91439.0
ABW,2002,21307.24825,-338659217.9,73.726,92074.0
ABW,2003,21949.486,-163016759.8,73.752,93128.0
ABW,2004,23700.63199,97541899.44,73.576,95138.0
ABW,2005,24171.83713,198934471.1,73.811,97635.0
ABW,2006,24845.65848,-233138804.5,74.026,99405.0
ABW,2007,26736.30894,510558659.2,74.21,100150.0
ABW,2008,28171.9094,-16089385.47,74.147,100917.0
ABW,2009,25134.77123,12122905.03,74.56,101604.0
ABW,2010,24093.14015,-184022346.4,75.404,101838.0
ABW,2011,25712.3843,-485027933.0,75.465,102591.0
ABW,2012,25119.66554,317486033.5,75.531,104110.0
ABW,2013,25813.57673,-222873555.1,75.636,105675.0
ABW,2014,26129.83906,-243442685.6,75.601,106807.0
ABW,2015,27458.22533,37200481.56,75.683,107906.0
ABW,2016,27441.52966,-27969592.94,75.617,108727.0
ABW,2017,28440.05196,-79282916.73,75.903,108735.0
ABW,2018,30082.12764,-113691918.7,76.072,108908.0
ABW,2019,31096.20507,134984404.0,76.248,109203.0
ABW,2020,22855.93232,-141023762.0,75.723,108587.0
ABW,2021,27200.06108,-138400826.4,74.626,107700.0
ABW,2022,30559.53353,-124694278.1,74.992,107310.0
ABW,2023,33984.79062,,,107359.0
AFG,2000,174.9309914,,55.298,20130327.0
AFG,2001,138.7068217,,55.798,20284307.0
AFG,2002,178.9540884,,56.454,21378117.0
AFG,2003,198.8711157,,57.344,22733049.0
AFG,2004,221.7636539,,57.944,23560654.0
AFG,2005,254.1842491,,58.361,24404567.0
AFG,2006,274.2185536,,58.684,25424094.0
AFG,2007,376.223152,,59.111,25909852.0
AFG,2008,381.733238,-47951776.13,59.852,26482622.0
AFG,2009,452.0537055,-55860135.47,60.364,27466101.0
AFG,2010,560.6215055,-192022479.5,60.851,28284089.0
AFG,2011,606.6946763,-51036283.61,61.419,29347708.0
AFG,2012,651.4171345,-65684511.34,61.923,30560034.0
AFG,2013,637.0870991,-47774027.01,62.417,31622704.0
AFG,2014,625.0549418,-42994416.21,62.545,32792523.0
AFG,2015,565.5697304,-166983554.9,62.659,33831764.0
AFG,2016,522.0822156,-79585268.75,63.136,34700612.0
AFG,2017,525.4697709,-40273161.0,63.016,35688935.0
AFG,2018,491.3372214,-80631404.07,63.081,36743039.0
AFG,2019,496.6025043,2916492.929,63.565,37856121.0
AFG,2020,510.7870634,24258330.11,62.575,39068979.0
AFG,2021,356.4962141,,61.982,40000412.0
AFG,2022,357.2611528,,62.879,40578842.0
AFG,2023,415.7074171,,,41454761.0
AGO,2000,563.7337956,-878620000.0,46.024,16194869.0
AGO,2001,533.5862024,-2145470000.0,46.59,16747208.0
AGO,2002,882.1478472,-1643393000.0,47.386,17327699.0
AGO,2003,992.6989793,-3481071780.0,49.617,17943712.0
AGO,2004,1266.210864,-1413991820.0,50.592,18600423.0
AGO,2005,1916.468422,1523198987.0,51.57,19291161.0
AGO,2006,2617.05196,228299945.9,52.369,20015279.0
AGO,2007,3141.04598,1805123607.0,53.642,20778561.0
AGO,2008,4103.0669,890672963.9,54.633,21578655.0
AGO,2009,3136.64547,-2198545055.0,55.752,22414773.0
AGO,2010,3597.342932,4567640566.0,56.726,23294825.0
AGO,2011,4615.910598,5116413414.0,57.596,24218352.0
AGO,2012,5086.027401,2351103731.0,58.623,25177394.0
AGO,2013,5057.747878,8041583617.0,59.307,26165620.0
AGO,2014,5005.999741,-2770722211.0,60.04,27160769.0
AGO,2015,3213.902611,-10813085379.0,60.655,28157798.0
AGO,2016,1807.952941,452522618.9,61.092,29183070.0
AGO,2017,2437.259712,8749300466.0,61.68,30234839.0
AGO,2018,2538.591391,6461790581.0,62.144,31297155.0
AGO,2019,2189.855714,1749052912.0,62.448,32375632.0
AGO,2020,1449.922867,1956982582.0,62.261,33451132.0
AGO,2021,1925.874661,3297745964.0,61.643,34532429.0
AGO,2022,2929.694455,6639719014.0,61.929,35635029.0
AGO,2023,2308.159767,2152988344.0,,36749906.0
ALB,2000,1126.68334,-143000000.0,75.404,3089027.0
ALB,2001,1281.659826,-207300000.0,75.639,3060173.0
ALB,2002,1425.124219,-135000000.0,75.89,3051010.0
ALB,2003,1846.120121,-178036400.7,76.142,3039616.0
ALB,2004,2373.581292,-327681210.2,76.376,3026939.0
ALB,2005,2673.787816,-258417488.7,76.621,3011487.0
ALB,2006,2972.743621,-314638316.8,76.816,2992547.0
ALB,2007,3595.038295,-647365283.8,77.549,2970017.0
ALB,2008,4370.539716,-881244175.1,77.653,2947314.0
ALB,2009,4114.134033,-950761387.6,77.781,2927519.0
ALB,2010,4094.349686,-1043511678.0,77.936,2913021.0
ALB,2011,4437.141161,-846616681.6,78.092,2905195.0
ALB,2012,4247.631343,-834803023.1,78.064,2900401.0
ALB,2013,4413.063383,-1225674342.0,78.123,2895092.0
ALB,2014,4578.633208,-1074294190.0,78.407,2889104.0
ALB,2015,3952.803574,-910256726.0,78.644,2880703.0
ALB,2016,4124.05539,-1037328978.0,78.86,2876101.0
ALB,2017,4531.032207,-1128922245.0,79.047,2873457.0
ALB,2018,5365.489347,-1208920406.0,79.184,2866376.0
ALB,2019,5460.428237,-1161056359.0,79.282,2854191.0
ALB,2020,5370.778623,-1019647592.0,76.989,2837849.0
ALB,2021,6413.283286,-1168644883.0,76.463,2811666.0
ALB,2022,6846.426143,-1249848500.0,76.833,2777689.0
ALB,2023,8575.171134,-1358205661.0,,2745972.0
AND,2000,21810.24874,,,65685.0
AND,2001,23511.29515,,,65852.0
AND,2002,26528.13016,,,66506.0
AND,2003,34063.5784,,,69486.0
AND,2004,39021.12781,,,74325.0
AND,2005,40829.80188,,,77421.0
AND,2006,43467.21099,,,79585.0
AND,2007,48336.22833,,,81877.0
AND,2008,49132.51571,,,83495.0
AND,2009,43975.01837,,,83888.0
AND,2010,42746.83095,,,80706.0
AND,2011,46657.15612,,,77783.0
AND,2012,41500.54358,,,76834.0
AND,2013,42470.31612,,,75194.0
AND,2014,44369.65969,,,73737.0
AND,2015,38654.93472,,,72174.0
AND,2016,40129.8192,,,72181.0
AND,2017,40672.99433,,,73763.0
AND,2018,42819.77458,,,75162.0
AND,2019,41257.80458,-320300855.9,,76474.0
AND,2020,37361.09007,-139720254.9,,77380.0
AND,2021,42425.69968,-345268861.7,,78364.0
AND,2022,42414.05901,-540316791.9,,79705.0
AND,2023,46812.44845,,,80856.0
ARE,2000,29865.50235,,74.38,3493575.0
ARE,2001,27745.17081,,74.636,3723590.0
ARE,2002,27753.60895,,74.901,3956826.0
ARE,2003,29659.54286,,76.222,4192457.0
ARE,2004,33376.71523,,76.453,4428967.0
ARE,2005,38719.31383,,76.683,4664790.0
ARE,2006,44342.60483,,76.909,5009100.0
ARE,2007,45854.73252,,77.129,5624635.0
ARE,2008,50054.17007,,77.488,6302664.0
ARE,2009,37803.06637,,78.003,6707058.0
ARE,2010,43696.67126,,78.334,6869838.0
ARE,2011,50789.05054,,78.517,7104538.0
ARE,2012,52034.47625,,78.716,7391448.0
ARE,2013,52023.5171,,78.853,7693031.0
ARE,2014,51381.40699,,79.044,8059440.0
ARE,2015,43534.99727,,79.223,8505237.0
ARE,2016,41326.40182,,79.335,8935095.0
ARE,2017,42340.59171,,79.504,9223225.0
ARE,2018,45689.857,,79.627,9346701.0
ARE,2019,44251.45414,,79.726,9445785.0
ARE,2020,37173.87541,,78.946,9401038.0
ARE,2021,43360.0211,,78.71,9575152.0
ARE,2022,49899.0653,,79.196,10074977.0
ARE,2023,49040.69475,,,10483751.0
ARG,2000,7637.014892,-9517286140.0,73.926,37213984.0
ARG,2001,7141.475077,-2005260142.0,74.186,37624825.0
ARG,2002,2569.699635,-2776050000.0,74.408,38029349.0
ARG,2003,3320.477751,-878230000.0,74.08,38424282.0
ARG,2004,4242.020991,-3448720000.0,74.855,38815916.0
ARG,2005,5067.653423,-3954190000.0,75.139,39216789.0
ARG,2006,5869.38029,-3098627066.0,75.433,39622115.0
ARG,2007,7185.251551,-4968924801.0,75.006,40016763.0
ARG,2008,8944.110266,-8334618541.0,75.641,40424148.0
ARG,2009,8150.23527,-3305612521.0,75.936,40854831.0
ARG,2010,10260.13131,-10367957946.0,75.721,41288694.0
ARG,2011,12704.28318,-9351930945.0,76.124,41730660.0
ARG,2012,12949.71749,-14269084339.0,76.467,42161721.0
ARG,2013,12963.67577,-8931688999.0,76.491,42582455.0
ARG,2014,12233.14441,-3144794109.0,76.755,43024071.0
ARG,2015,13679.6265,-10883760784.0,76.76,43477012.0
ARG,2016,12699.96231,-1473633407.0,76.308,43900313.0
ARG,2017,14532.50093,-10361231244.0,76.833,44288894.0
ARG,2018,11752.79989,-9990788246.0,76.999,44654882.0
ARG,2019,9955.974787,-5126459686.0,77.284,44973465.0
ARG,2020,8535.59938,-3706950767.0,75.892,45191965.0
ARG,2021,10738.01792,-5114187942.0,75.39,45312281.0
ARG,2022,13935.68111,-13110763935.0,76.064,45407904.0
ARG,2023,14187.48273,-20904799580.0,,45538401.0
ARM,2000,593.4505817,-104188500.0,70.624,3221100.0
ARM,2001,659.5889885,-69868500.0,70.932,3211800.0
ARM,2002,742.6511183,-110723793.8,71.018,3199800.0
ARM,2003,882.0301677,-122243975.0,71.436,3182500.0
ARM,2004,1130.087914,-247264860.1,71.421,3164900.0
ARM,2005,1557.484589,-286684171.8,71.792,3146400.0
ARM,2006,2041.652671,-443904925.6,71.987,3127100.0
ARM,2007,2962.702346,-658779848.0,72.327,3107400.0
ARM,2008,3777.668593,-913226598.5,72.398,3087100.0
ARM,2009,2820.592655,-707800329.9,72.813,3066000.0
ARM,2010,3041.344507,-501862329.0,73.16,3044800.0
ARM,2011,3349.553098,-434138222.4,73.305,3027900.0
ARM,2012,3511.563997,-473210732.1,73.454,3024100.0
ARM,2013,3680.166922,-315829524.3,73.676,3022000.0
ARM,2014,3852.118006,-377774324.0,74.058,3013800.0
ARM,2015,3512.393503,-155376062.0,74.436,3004600.0
ARM,2016,3524.424769,-263304563.1,74.664,2992300.0
ARM,2017,3869.053739,-223691166.8,74.906,2979400.0
ARM,2018,4196.005623,-259842543.0,75.064,2969000.0
ARM,2019,4597.228874,-233282275.3,75.439,2962500.0
ARM,2020,4268.680933,-85861619.24,72.173,2961500.0
ARM,2021,4685.179971,-341851473.7,72.043,2962300.0
ARM,2022,6571.974455,-925913971.6,73.372,2969200.0
ARM,2023,8053.010663,-526510467.3,,2990900.0
ASM,2000,,,,56855.0
ASM,2001,,,,57053.0
ASM,2002,8972.696365,,,57062.0
ASM,2003,9197.661968,,,56971.0
ASM,2004,8958.428667,,,56818.0
ASM,2005,8831.26976,,,56617.0
ASM,2006,8745.166211,,,56374.0
ASM,2007,9231.372409,,,56113.0
ASM,2008,10030.80891,,,55828.0
ASM,2009,12156.02939,,,55528.0
ASM,2010,10375.17201,,,55228.0
ASM,2011,10383.45933,,,54895.0
ASM,2012,11745.48992,,,54489.0
ASM,2013,11813.5022,,,54006.0
ASM,2014,12026.33449,,,53466.0
ASM,2015,12727.41027,,,52878.0
ASM,2016,12843.33429,,,52245.0
ASM,2017,11863.68395,,,51586.0
ASM,2018,12552.05469,,,50908.0
ASM,2019,12886.13595,,,50209.0
ASM,2020,14489.25866,,,49761.0
ASM,2021,15236.16049,,,49225.0
ASM,2022,18017.45894,,,48342.0
ASM,2023,,,,47521.0
ATG,2000,12021.46321,-88721557.35,74.606,74912.0
ATG,2001,11535.77429,-151694366.3,75.078,76069.0
ATG,2002,11657.34875,-83237137.97,75.536,77032.0
ATG,2003,12171.37738,-131128129.6,75.478,77884.0
ATG,2004,13036.00759,-106072323.4,75.672,78719.0
ATG,2005,14366.29128,-119923757.0,75.825,79611.0
ATG,2006,16172.25135,-265611150.9,75.765,80604.0
ATG,2007,18203.51513,-346595490.2,76.131,81704.0
ATG,2008,18785.46822,-162711605.6,76.41,82912.0
ATG,2009,16471.36783,-69742362.87,76.669,84173.0
ATG,2010,15216.30984,-79059859.91,76.82,85320.0
ATG,2011,14841.97096,-45628081.83,77.104,86332.0
ATG,2012,15208.65697,-99309487.77,77.35,87260.0
ATG,2013,15050.71228,-68875852.77,77.583,88064.0
ATG,2014,15533.48313,-39930998.38,77.858,88765.0
ATG,2015,16080.65805,-99949131.34,77.913,89409.0
ATG,2016,16557.84317,-59449394.19,78.152,89969.0
ATG,2017,16924.78945,-139634744.3,78.268,90468.0
ATG,2018,18273.42707,-203375783.5,78.511,90926.0
ATG,2019,18884.37297,-141185108.2,78.691,91364.0
ATG,2020,15360.45442,-105382780.4,78.841,91846.0
ATG,2021,17340.37907,-305309835.5,78.497,92349.0
ATG,2022,20117.76533,-294856261.9,79.236,92840.0
ATG,2023,21787.10173,-293118844.8,,93316.0
AUS,2000,21870.41597,-10797958705.0,79.23414634,19028802.0
AUS,2001,19695.72974,2663165109.0,79.63414634,19274701.0
AUS,2002,20301.84317,-7681971735.0,79.93658537,19495210.0
AUS,2003,23718.13385,9612586773.0,80.23902439,19720737.0
AUS,2004,30836.73068,-33123390587.0,80.4902439,19932722.0
AUS,2005,34479.76793,-7620252751.0,80.84146341,20176844.0
AUS,2006,36595.70715,-6470053661.0,81.04146341,20450966.0
AUS,2007,41051.61207,-30020094089.0,81.29268293,20827622.0
AUS,2008,49701.28178,-13282411774.0,81.39512195,21249199.0
AUS,2009,42816.5674,-17469054204.0,81.54390244,21691653.0
AUS,2010,52144.66547,-17487902843.0,81.69512195,22031750.0
AUS,2011,62605.60046,-57328676980.0,81.89512195,22340024.0
AUS,2012,68072.87323,-51807636530.0,82.04634146,22733465.0
AUS,2013,68190.701,-55242404632.0,82.14878049,23128129.0
AUS,2014,62544.08738,-40637704364.0,82.3,23475686.0
AUS,2015,56739.02653,-38634724990.0,82.4,23815995.0
AUS,2016,49888.04108,-46078869964.0,82.44878049,24190907.0
AUS,2017,53901.71454,-38193755825.0,82.5,24592588.0
AUS,2018,57196.42208,-59654884661.0,82.74878049,24963258.0
AUS,2019,54972.70179,-29844985008.0,82.9,25334826.0
AUS,2020,51791.54018,-10577683984.0,83.2,25649248.0
AUS,2021,60607.77886,-24337208093.0,83.3,25685412.0
AUS,2022,64997.01365,54381972493.0,83.2,26014399.0
AUS,2023,64820.91179,-17885795878.0,,26658948.0
AUT,2000,24487.29747,,78.12682927,8011566.0
AUT,2001,24430.49598,,78.57560976,8042293.0
AUT,2002,26334.86222,,78.67804878,8081957.0
AUT,2003,32110.11597,,78.63170732,8121423.0
AUT,2004,36614.25065,,79.1804878,8171966.0
AUT,2005,38157.37023,193338846.2,79.33170732,8227829.0
AUT,2006,40382.20783,5587390966.0,79.8804878,8268641.0
AUT,2007,46622.96229,10174118816.0,80.1804878,8295487.0
AUT,2008,51581.39824,21601880265.0,80.43170732,8321496.0
AUT,2009,47857.44466,1258109966.0,80.33170732,8343323.0
AUT,2010,46611.13934,7679700298.0,80.5804878,8363404.0
AUT,2011,51116.89535,15161341821.0,80.98292683,8391643.0
AUT,2012,48250.40591,13225677746.0,80.93658537,8429991.0
AUT,2013,50305.35458,12321975622.0,81.13658537,8479823.0
AUT,2014,51314.97226,-2583792122.0,81.4902439,8546356.0
AUT,2015,43915.22802,6171640564.0,81.1902439,8642699.0
AUT,2016,45061.49939,777023614.9,81.64146341,8736668.0
AUT,2017,47163.74258,-6019813038.0,81.64390244,8797566.0
AUT,2018,51194.07498,275138567.9,81.69268293,8840521.0
AUT,2019,49885.99474,4344891829.0,81.89512195,8879920.0
AUT,2020,48716.40989,14118129035.0,81.19268293,8916864.0
AUT,2021,53648.71907,10092244104.0,81.1902439,8955797.0
AUT,2022,52176.66491,112362400.3,81.09268293,9041851.0
AUT,2023,56033.57379,5445120679.0,,9131761.0
AZE,2000,655.0972496,-129177000.0,64.891,8048600.0
AZE,2001,703.6709986,-226513000.0,65.51,8111200.0
AZE,2002,763.1088955,-1066821000.0,66.239,8171950.0
AZE,2003,883.6925807,-2351747000.0,66.756,8234100.0
AZE,2004,1045.013633,-2351283000.0,67.346,8306500.0
AZE,2005,1578.36733,-459151000.0,67.562,8391850.0
AZE,2006,2472.957257,1289475000.0,68.165,8484550.0
AZE,2007,3851.330152,5034521000.0,68.603,8581300.0
AZE,2008,5574.468104,540824000.0,68.811,8763400.0
AZE,2009,4950.39949,-147181000.0,69.356,8947243.0
AZE,2010,5843.533768,-331155000.0,69.529,9054332.0
AZE,2011,7189.818692,-932582000.0,69.984,9173082.0
AZE,2012,7495.865277,-812407000.0,70.36,9295784.0
AZE,2013,7875.345367,-1141550000.0,70.881,9416801.0
AZE,2014,7890.840281,-2443393000.0,71.116,9535079.0
AZE,2015,5500.503646,-838252000.0,71.451,9649341.0
AZE,2016,3880.685228,-1926065000.0,72.004,9757812.0
AZE,2017,4147.198142,-303106351.9,72.248,9854033.0
AZE,2018,4739.794312,357879000.0,72.76,9939771.0
AZE,2019,4805.753718,927801000.0,73.102,10024283.0
AZE,2020,4229.910649,318126200.0,66.868,10093121.0
AZE,2021,5408.045352,1784653000.0,69.366,10137750.0
AZE,2022,7770.594223,4646691000.0,73.488,10141756.0
AZE,2023,7125.908584,1622389000.0,,10153958.0
BDI,2000,134.5378618,-11683240.67,47.514,6470194.0
BDI,2001,132.1595545,2288.182541,48.431,6634365.0
BDI,2002,120.9523086,,49.891,6824132.0
BDI,2003,111.4066828,-4618.425671,50.857,7043154.0
BDI,2004,125.1949652,-44690.7076,52.01,7310656.0
BDI,2005,147.2346193,-584701.6926,53.023,7587299.0
BDI,2006,161.8927556,-31593.77819,53.869,7865547.0
BDI,2007,166.1627449,-465213.1473,54.727,8161874.0
BDI,2008,189.5020746,-3251690.822,55.71,8505637.0
BDI,2009,199.097633,-348404.5346,56.388,8947646.0
BDI,2010,216.7277053,-780582.0036,57.081,9376444.0
BDI,2011,230.0705774,-3354999.181,57.769,9717978.0
BDI,2012,231.6884964,-604919.6515,58.493,10071028.0
BDI,2013,234.8430454,-116560393.8,59.235,10439341.0
BDI,2014,250.5404811,-91700723.16,59.868,10799785.0
BDI,2015,280.9668313,-7254430.57,60.217,11047580.0
BDI,2016,235.2862054,606807.5779,60.793,11239451.0
BDI,2017,236.6944726,-223685897.8,61.553,11506762.0
BDI,2018,224.8993924,-6663532.444,61.688,11859446.0
BDI,2019,210.2364945,-29541676.72,62.351,12255336.0
BDI,2020,210.0081399,-20090711.28,61.566,12617036.0
BDI,2021,214.0914554,-21243431.07,61.663,12965481.0
BDI,2022,250.6342254,-23323070.97,61.977,13321097.0
BDI,2023,193.0071456,-32957887.85,,13689450.0
BEL,2000,23098.88651,,77.72195122,10251250.0
BEL,2001,23015.07126,,77.97317073,10286570.0
BEL,2002,25006.1914,-9199049496.0,78.07560976,10332785.0
BEL,2003,30655.20927,4506779201.0,78.12926829,10376133.0
BEL,2004,35429.40779,-9750819018.0,78.87804878,10421137.0
BEL,2005,36809.70134,-1123653953.0,78.9804878,10478617.0
BEL,2006,38705.1068,-8690515457.0,79.3804878,10547958.0
BEL,2007,44319.16545,-13093604217.0,79.78292683,10625700.0
BEL,2008,48303.39796,32864044192.0,79.6804878,10709973.0
BEL,2009,44923.34001,-44015051904.0,80.03414634,10796493.0
BEL,2010,44197.39367,-58665007469.0,80.18292683,10895586.0
BEL,2011,47760.82988,-34518425846.0,80.58536585,11038264.0
BEL,2012,44874.17092,29684338022.0,80.38536585,11106932.0
BEL,2013,46964.59468,17271778736.0,80.58780488,11159407.0
BEL,2014,47995.7787,14787640970.0,81.28780488,11209057.0
BEL,2015,40893.80454,26844377439.0,80.99268293,11274196.0
BEL,2016,41854.54983,-22983198268.0,81.43902439,11331422.0
BEL,2017,44035.32394,31988685367.0,81.49268293,11375158.0
BEL,2018,47487.21004,5599920052.0,81.59512195,11427054.0
BEL,2019,46716.62275,-7424116241.0,81.99512195,11488980.0
BEL,2020,45906.28758,8240739784.0,80.69512195,11538604.0
BEL,2021,51655.78833,23371946828.0,81.7902439,11586195.0
BEL,2022,50807.20471,23329464558.0,81.69756098,11680210.0
BEL,2023,54700.90932,-10576848063.0,,11787423.0
BEN,2000,487.4241414,-56293369.4,56.578,7221619.0
BEN,2001,492.4014995,-41589426.46,56.66,7445596.0
BEN,2002,546.4638297,-12215422.28,56.606,7675426.0
BEN,2003,676.0028781,-44516493.5,56.738,7913070.0
BEN,2004,758.6958038,-65271226.22,56.826,8159094.0
BEN,2005,779.4377778,-53450076.84,57.125,8426144.0
BEN,2006,809.1470725,-54978160.78,57.456,8693242.0
BEN,2007,912.3382472,-261682357.9,57.675,8953969.0
BEN,2008,1060.602545,-174531373.9,57.869,9228466.0
BEN,2009,1024.102779,-103514099.0,57.956,9509423.0
BEN,2010,973.2442545,-194907272.3,58.363,9797484.0
BEN,2011,1059.413589,-101574683.5,58.462,10093623.0
BEN,2012,1071.525836,-241215299.3,58.716,10397657.0
BEN,2013,1168.926993,-301753783.2,58.965,10708834.0
BEN,2014,1204.399187,-388459043.3,59.125,11030004.0
BEN,2015,1002.418869,-117056378.0,59.377,11360681.0
BEN,2016,1010.533896,-114409648.3,59.539,11697842.0
BEN,2017,1054.974081,-168995331.7,59.856,12039780.0
BEN,2018,1151.74097,-184303164.5,60.14,12383347.0
BEN,2019,1130.821353,-191058357.4,60.454,12726755.0
BEN,2020,1197.501364,-152493263.3,60.088,13070169.0
BEN,2021,1318.834978,-303083098.3,59.821,13413417.0
BEN,2022,1264.70766,-329419204.1,59.954,13759501.0
BEN,2023,1394.373302,,,14111034.0
BFA,2000,248.9085269,,50.847,11925546.0
BFA,2001,259.4852234,,51.071,12295001.0
BFA,2002,285.6540876,,51.272,12680897.0
BFA,2003,362.3739,,51.793,13082532.0
BFA,2004,403.8128374,,52.416,13500533.0
BFA,2005,441.164148,-34360763.69,53.092,13932123.0
BFA,2006,455.5136556,-34531231.13,53.742,14373707.0
BFA,2007,514.6844512,-337376983.2,54.375,14816307.0
BFA,2008,619.4375333,-104260080.0,55.342,15258093.0
BFA,2009,601.5695207,-71363957.76,55.959,15710066.0
BFA,2010,624.9572522,-38187589.15,56.477,16176498.0
BFA,2011,725.0247677,-41472799.99,57.125,16661908.0
BFA,2012,731.4701389,-256326266.4,57.619,17172287.0
BFA,2013,759.7620652,-432096421.4,57.823,17695409.0
BFA,2014,764.8616751,-287750665.0,58.359,18229461.0
BFA,2015,630.1247508,-217796773.0,58.845,18777487.0
BFA,2016,663.7423648,-340113213.4,59.326,19334856.0
BFA,2017,709.0915359,7696130.292,59.536,19894407.0
BFA,2018,777.4656185,-200701558.7,60.047,20438288.0
BFA,2019,764.8530778,-146535904.0,60.039,20961952.0
BFA,2020,825.2370388,91638973.26,59.731,21478690.0
BFA,2021,895.5352884,36838054.5,59.27,21995243.0
BFA,2022,836.1183046,-646208346.3,59.766,22509038.0
BFA,2023,882.6898101,,,23025776.0
BGD,2000,396.6707302,-280384629.7,65.779,134544304.0
BGD,2001,394.65641,-78527040.08,66.135,136805810.0
BGD,2002,393.8864223,-49662443.99,66.612,138933658.0
BGD,2003,426.7488075,-265507414.1,66.824,140970351.0
BGD,2004,455.6140169,-444836578.0,67.187,142902856.0
BGD,2005,480.0858508,-811382056.1,67.299,144715786.0
BGD,2006,490.3880265,-452928348.1,67.241,146405973.0
BGD,2007,537.9554928,-516766232.5,66.714,147989278.0
BGD,2008,613.062041,-1137762261.0,67.051,149474264.0
BGD,2009,679.2114774,-720457353.6,67.403,150873714.0
BGD,2010,757.3852804,-1165816161.0,68.638,152201981.0
BGD,2011,837.3369447,-967290773.5,68.809,153591076.0
BGD,2012,859.6805364,-1295344530.0,69.554,155070101.0
BGD,2013,958.2629898,-2056085293.0,69.565,156532141.0
BGD,2014,1094.461997,-2497421016.0,69.986,157964929.0
BGD,2015,1224.386477,-2771250741.0,70.491,159383179.0
BGD,2016,1649.283809,-2292208318.0,71.09,160811932.0
BGD,2017,1811.082217,-1683653529.0,71.788,162186147.0
BGD,2018,1965.243727,-2402416194.0,72.567,163523103.0
BGD,2019,2129.79897,-1884983625.0,72.806,164913055.0
BGD,2020,2248.850788,-1520504559.0,71.968,166298024.0
BGD,2021,2482.849178,-1640672069.0,72.381,167658854.0
BGD,2022,2716.485927,-1603289893.0,73.698,169384897.0
BGD,2023,2551.017727,-1387217991.0,,171466990.0
BGR,2000,1621.262107,-998219916.7,71.66341463,8170172.0
BGR,2001,1770.907049,-803281565.3,71.76829268,8009142.0
BGR,2002,2092.982886,-876321850.2,71.86585366,7837161.0
BGR,2003,2719.494369,-2070285898.0,72.06585366,7775327.0
BGR,2004,3389.687434,-2879178250.0,72.56341463,7716860.0
BGR,2005,3899.825963,-4004786052.0,72.56097561,7658972.0
BGR,2006,4523.146558,-7582756076.0,72.61219512,7601022.0
BGR,2007,5888.776852,-12903082289.0,72.66341463,7545338.0
BGR,2008,7271.303389,-9179244610.0,72.96341463,7492561.0
BGR,2009,6988.273163,-3535417639.0,73.41219512,7444443.0
BGR,2010,6863.667068,-1253650000.0,73.51219512,7395599.0
BGR,2011,7857.16707,-1611440000.0,74.16341463,7348328.0
BGR,2012,7430.73738,-1378130000.0,74.31463415,7305888.0
BGR,2013,7687.713682,-1637500000.0,74.86097561,7265115.0
BGR,2014,7912.274844,-211260000.0,74.46585366,7223938.0
BGR,2015,7078.860323,-2098190000.0,74.61463415,7177991.0
BGR,2016,7570.931655,-661410000.0,74.81219512,7127822.0
BGR,2017,8381.881346,-1511540000.0,74.81463415,7075947.0
BGR,2018,9436.144799,-885510000.0,74.96341463,7025037.0
BGR,2019,9838.60059,-1392120000.0,75.11219512,6975761.0
BGR,2020,10198.53883,-2896310000.0,73.65853659,6934015.0
BGR,2021,12274.0776,-1344780000.0,71.46341463,6877743.0
BGR,2022,13644.20158,-3621890000.0,74.36097561,6643324.0
BGR,2023,15885.53913,-2852510000.0,,6446596.0
BHR,2000,14214.48368,-354009613.6,75.496,637582.0
BHR,2001,13573.23399,135596788.5,75.908,661316.0
BHR,2002,13501.47088,-26956705.94,76.088,710553.0
BHR,2003,14486.0269,224654326.6,76.337,764517.0
BHR,2004,15963.94932,170330179.2,76.56,823741.0
BHR,2005,17966.16578,86771034.28,76.931,888822.0
BHR,2006,19267.28262,-1934606677.0,77.156,960424.0
BHR,2007,20908.40425,-87163578.61,77.634,1039295.0
BHR,2008,23299.49928,-173519631.1,78.084,1103496.0
BHR,2009,19465.31407,-2048638923.0,78.461,1178415.0
BHR,2010,21819.32911,178271544.0,78.748,1228543.0
BHR,2011,25032.78677,112765957.4,78.89,1195020.0
BHR,2012,26438.67332,-1028723404.0,79.081,1208964.0
BHR,2013,26989.76011,-3196063830.0,79.246,1253191.0
BHR,2014,26451.79656,-1913031915.0,79.328,1314562.0
BHR,2015,23734.05511,3126063830.0,79.405,1370322.0
BHR,2016,23800.00144,-1123404255.0,79.557,1423726.0
BHR,2017,24784.76935,-1197074468.0,79.689,1501116.0
BHR,2018,26324.40665,-1543085106.0,79.857,1503091.0
BHR,2019,27259.74386,-1138829787.0,80.019,1483756.0
BHR,2020,24342.84446,-1226329787.0,79.174,1472204.0
BHR,2021,27147.80839,-1714893617.0,78.76,1504365.0
BHR,2022,30616.26107,-3457446.809,79.246,1524693.0
BHR,2023,29218.86056,-5726595745.0,,1577059.0
BHS,2000,24940.07751,-250250000.0,72.041,323835.0
BHS,2001,25371.92377,-102370000.0,72.11,327836.0
BHS,2002,26781.61959,-152790000.0,72.232,331614.0
BHS,2003,26429.12478,-190200000.0,72.402,335618.0
BHS,2004,26650.29342,-273600000.0,72.478,339782.0
BHS,2005,28602.41819,-563414700.0,72.765,343894.0
BHS,2006,29184.78651,-706380000.0,72.855,348375.0
